0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,percentage_closed_lane,percentage_opened_lane,dow,hour,mins,position,direction,duration_level
71,70,69,70,69,68,71,70,67,69,70,68,67,67,68,67,65,64,58,56,54,59,57,62,68,69,63,61,61,63,65,66,67,65,65,65,67,66,65,64,64,65,65,63,61,61,63,65,25,75,Sunday,9,5,AT,NORTHBOUND,0
70,70,70,71,68,66,70,68,68,66,68,66,66,68,68,65,63,64,59,52,47,56,62,63,62,63,60,61,61,63,62,60,63,60,64,61,61,64,64,61,60,64,62,59,58,53,59,64,0,100,Sunday,9,5,0,NORTHBOUND,0
68,69,68,67,68,68,68,67,67,67,68,67,65,68,69,65,62,63,61,61,61,63,63,65,60,62,62,63,62,65,63,60,61,60,62,62,62,64,65,64,63,64,63,59,61,62,63,65,0,100,Sunday,9,5,0,NORTHBOUND,0
65,65,65,67,67,68,65,68,64,64,66,66,70,65,67,67,66,66,65,63,65,67,66,67,68,69,68,65,66,66,66,67,65,65,65,68,71,69,68,67,69,67,66,65,66,66,66,64,0,100,Monday,15,15,TO,NORTHBOUND,1
65,64,62,62,64,63,63,66,64,66,62,64,68,63,64,63,66,65,63,64,65,66,66,64,65,64,66,64,64,66,66,65,63,63,66,66,67,65,67,66,71,66,56,56,56,60,65,62,0,100,Monday,15,15,0,NORTHBOUND,1
65,66,66,66,66,66,65,68,66,68,65,65,67,66,64,65,65,67,67,67,68,68,66,66,65,65,66,65,66,67,66,67,69,68,69,69,64,69,68,64,66,64,62,54,59,66,67,66,0,100,Monday,15,15,0,NORTHBOUND,1
67,67,65,64,64,66,65,72,66,67,70,66,66,68,68,70,71,68,66,68,67,64,68,70,72,65,65,65,67,71,66,67,70,68,70,70,67,66,64,66,69,69,68,71,72,75,66,66,20,80,Friday,7,10,PAST,NORTHBOUND,1
66,69,67,64,68,66,64,66,65,65,67,63,65,67,68,67,66,65,65,68,68,64,66,68,68,66,66,65,72,71,68,70,66,65,70,71,68,67,66,67,71,70,68,71,68,73,68,69,0,100,Friday,7,10,0,NORTHBOUND,1
65,64,64,66,70,67,64,65,65,60,66,64,67,65,69,70,68,67,66,68,68,66,68,68,67,64,71,70,74,62,67,70,68,66,67,69,69,68,68,66,68,71,69,68,66,68,68,76,0,100,Friday,7,10,0,NORTHBOUND,1
68,69,69,70,70,69,68,67,66,67,68,68,68,68,70,70,69,70,67,69,71,67,69,67,68,69,69,69,68,72,70,68,66,66,66,68,69,69,69,70,71,70,68,67,68,67,72,71,33,67,Monday,16,50,PAST,NORTHBOUND,1
68,68,67,70,72,71,65,68,66,68,70,68,67,68,70,71,70,69,66,68,68,66,71,69,68,70,74,65,65,72,69,70,65,65,69,71,73,72,68,69,71,71,67,69,69,69,69,73,0,100,Monday,16,50,0,NORTHBOUND,1
64,65,68,70,67,68,66,67,66,66,67,68,69,70,71,71,69,68,70,68,69,67,70,70,68,68,71,66,70,72,67,69,67,69,71,71,71,71,69,68,70,68,65,69,71,71,69,71,0,100,Monday,16,50,0,EASTBOUND,1
66,70,69,65,66,68,69,71,71,68,69,69,68,68,70,68,69,68,68,69,70,71,71,68,68,66,68,67,69,68,67,69,69,69,69,69,67,68,68,69,72,70,69,70,68,68,69,67,60,40,Sunday,13,35,PAST,NORTHBOUND,3
65,70,70,65,66,69,73,68,69,71,69,69,67,67,67,67,69,67,65,65,65,70,71,66,69,65,67,67,68,67,66,70,70,67,71,70,72,69,69,71,74,70,67,71,70,68,69,67,0,100,Sunday,13,35,0,NORTHBOUND,3
70,70,70,67,67,68,70,70,70,68,70,69,68,67,67,67,68,67,67,68,69,69,70,67,70,68,70,69,69,69,68,70,72,67,67,68,70,68,66,68,72,70,68,70,69,69,70,67,0,100,Sunday,13,35,0,EASTBOUND,3
66,67,66,67,69,68,66,66,66,68,65,68,68,67,66,68,71,69,70,70,69,68,67,67,68,68,71,72,69,68,69,69,70,71,71,71,71,69,68,69,71,68,69,65,64,68,69,70,33,67,Sunday,17,45,PAST,NORTHBOUND,3
66,72,70,71,72,69,68,68,72,71,68,71,71,72,67,67,67,68,70,71,72,70,66,67,67,67,67,68,68,67,69,72,73,74,70,70,71,73,71,68,70,67,68,68,67,67,69,71,0,100,Sunday,17,45,0,NORTHBOUND,3
70,71,70,70,71,71,70,68,70,71,69,69,69,70,69,68,70,71,70,70,70,69,70,70,69,72,70,69,70,71,73,72,70,72,72,71,67,71,70,68,70,70,70,71,71,71,71,71,0,100,Sunday,17,45,0,EASTBOUND,3
68,70,70,69,69,70,70,68,73,69,68,70,69,69,70,70,71,69,68,64,67,70,70,69,69,70,71,71,71,70,67,66,70,68,69,70,70,70,72,69,69,70,71,70,69,70,72,70,0,100,Thursday,15,45,PAST,NORTHBOUND,0
67,69,71,69,69,72,69,62,69,70,70,69,68,72,67,68,72,66,66,65,66,68,67,68,68,69,69,69,72,71,70,69,71,68,69,71,72,70,69,65,70,68,67,70,70,72,71,73,0,100,Thursday,15,45,0,NORTHBOUND,0
69,69,72,70,69,70,71,66,70,70,70,68,67,70,68,69,71,69,70,67,69,70,70,68,69,68,67,68,71,73,72,68,71,70,71,71,70,69,70,67,70,69,69,71,70,68,72,73,0,100,Thursday,15,45,0,EASTBOUND,0
70,72,70,68,69,69,69,68,68,69,69,70,73,69,68,70,69,69,71,70,70,69,70,69,67,68,68,67,70,69,69,69,69,70,70,70,68,69,68,69,69,68,69,70,70,69,67,68,0,100,Tuesday,15,55,0,NORTHBOUND,1
68,70,69,67,67,69,70,69,70,73,73,68,70,69,66,69,68,68,67,67,69,69,69,69,68,71,72,73,70,69,67,68,70,70,71,73,70,71,71,65,69,69,67,70,70,68,68,73,0,100,Tuesday,15,55,0,NORTHBOUND,1
68,70,66,68,69,70,70,69,70,71,69,68,71,68,67,69,68,67,66,69,72,69,69,71,70,68,69,73,71,70,70,71,70,70,71,72,70,68,72,70,69,69,70,70,69,68,67,74,0,100,Tuesday,15,55,0,EASTBOUND,1
70,69,69,70,70,70,69,70,69,70,68,69,69,66,67,69,69,70,70,70,69,68,67,65,65,67,68,70,72,71,70,70,69,69,71,66,68,67,71,70,70,68,66,70,70,70,70,69,60,40,Thursday,16,10,PAST,NORTHBOUND,1
69,66,67,68,71,71,68,68,68,72,69,69,70,69,67,69,69,70,70,70,70,68,66,65,64,68,70,70,70,70,69,71,71,69,66,66,70,68,69,73,71,68,66,72,70,68,70,70,0,100,Thursday,16,10,0,NORTHBOUND,1
72,70,67,65,66,68,70,67,69,72,73,69,68,68,69,71,70,71,71,69,70,68,64,65,66,70,65,66,71,71,70,71,72,71,67,66,69,72,72,71,69,66,68,70,71,71,70,70,0,100,Thursday,16,10,0,EASTBOUND,1
68,68,70,69,66,69,72,69,70,70,69,68,67,68,70,69,70,71,69,68,67,68,69,68,66,66,66,67,69,70,69,67,68,69,68,67,66,66,67,68,67,68,69,69,69,67,67,68,33,67,Wednesday,17,40,AT,NORTHBOUND,1
62,69,65,65,71,71,67,64,65,63,63,64,64,67,69,71,69,67,67,67,67,65,68,71,68,68,66,71,71,67,68,67,69,70,67,67,68,66,66,66,65,68,69,69,69,68,69,71,0,100,Wednesday,17,40,0,NORTHBOUND,1
67,68,68,68,68,69,69,69,69,67,67,70,69,69,70,71,68,67,69,69,68,67,69,67,66,71,69,68,70,71,71,68,69,69,68,69,70,68,68,69,68,69,70,71,71,69,69,70,0,100,Wednesday,17,40,0,EASTBOUND,1
69,67,71,69,69,70,70,70,68,70,71,71,69,69,69,70,69,67,68,70,70,68,69,70,69,67,68,68,68,67,71,69,68,66,67,66,67,68,68,68,67,69,69,67,69,69,68,65,0,100,Thursday,17,5,PAST,NORTHBOUND,3
61,63,67,65,68,68,66,68,66,67,67,70,70,68,69,70,68,67,67,69,69,68,70,71,68,69,68,67,68,67,69,66,67,68,65,67,69,70,72,71,69,70,70,68,68,68,66,69,0,100,Thursday,17,5,0,NORTHBOUND,3
66,67,67,68,68,67,70,67,67,68,67,68,69,69,69,68,68,69,69,67,68,68,70,71,69,69,69,69,68,69,67,68,68,68,69,70,70,69,69,68,68,69,71,72,66,65,61,70,0,100,Thursday,17,5,0,EASTBOUND,3
69,72,70,68,68,69,69,69,72,70,68,68,68,68,68,68,68,69,68,69,68,66,67,70,71,71,70,71,70,69,68,69,69,68,71,69,70,70,67,67,68,68,66,67,67,65,66,65,33,67,Thursday,23,10,PAST,NORTHBOUND,3
71,69,68,69,71,70,69,69,73,68,67,67,69,67,68,70,68,68,69,74,72,63,61,73,69,67,69,72,71,68,67,67,65,67,65,58,65,71,68,67,65,63,66,66,63,67,69,67,0,100,Thursday,23,10,0,NORTHBOUND,3
71,68,67,71,69,68,68,68,70,71,70,70,70,68,68,69,68,71,72,73,68,64,64,74,67,64,68,72,71,68,67,68,68,69,71,69,72,71,68,67,66,66,67,66,64,69,69,67,0,100,Thursday,23,10,0,EASTBOUND,3
66,66,64,67,73,72,71,69,67,71,65,60,69,68,67,66,69,71,66,63,63,63,64,65,66,65,60,64,68,69,67,68,67,63,60,57,63,64,66,67,68,68,65,61,60,59,60,65,25,75,Saturday,3,0,AT,NORTHBOUND,0
69,68,68,70,73,73,71,72,72,72,69,70,70,69,70,69,72,73,67,66,66,65,66,67,65,65,66,68,66,67,65,65,66,65,61,60,64,65,73,74,72,68,64,64,64,64,64,67,0,100,Saturday,3,0,0,EASTBOUND,0
71,69,69,68,69,71,68,68,68,68,74,72,72,71,69,69,73,73,65,67,68,67,67,65,65,65,67,68,66,64,65,65,64,65,64,62,65,66,73,70,61,60,63,64,66,67,66,67,0,100,Saturday,3,0,0,EASTBOUND,0
57,58,64,59,53,60,57,59,61,59,57,61,61,67,65,65,69,73,75,71,67,67,70,71,69,68,67,68,71,71,69,71,73,75,73,68,63,66,70,68,65,63,63,61,59,66,67,58,25,75,Saturday,10,25,AT,NORTHBOUND,1
61,62,63,61,60,61,60,60,63,65,65,66,66,68,69,69,70,71,70,68,67,71,72,71,70,70,69,68,69,69,69,70,74,74,72,69,67,68,68,66,63,61,62,62,61,67,65,59,0,100,Saturday,10,25,0,EASTBOUND,1
61,62,61,59,63,62,63,57,62,68,65,68,64,64,74,69,68,69,69,67,66,68,71,69,70,69,68,72,72,68,66,68,71,68,66,67,66,66,65,63,62,61,59,63,66,65,61,58,0,100,Saturday,10,25,0,EASTBOUND,1
65,66,67,65,64,61,67,68,66,65,67,68,67,68,66,66,65,67,67,67,69,68,68,69,69,67,69,71,67,68,68,67,66,67,67,68,69,67,66,68,66,68,68,67,63,68,68,67,0,100,Wednesday,17,30,AT,EASTBOUND,0
65,61,64,60,61,61,63,61,62,64,63,61,62,64,63,61,62,62,63,66,67,66,64,62,65,63,62,63,62,63,65,62,64,63,63,63,61,61,63,64,66,65,63,62,57,64,66,67,0,100,Wednesday,17,30,0,EASTBOUND,0
66,61,67,62,66,65,68,65,67,70,70,63,58,63,64,63,63,65,67,67,66,66,66,64,66,66,69,64,64,67,67,66,67,66,66,67,67,69,69,68,71,67,66,66,63,68,68,68,0,100,Wednesday,17,30,0,EASTBOUND,0
71,69,70,70,72,72,72,70,70,69,68,69,68,71,66,65,65,63,67,64,63,61,62,63,68,70,67,66,66,63,65,64,64,67,66,64,61,62,63,64,66,65,68,67,66,63,62,63,0,100,Wednesday,21,50,BEFORE,EASTBOUND,0
68,65,67,64,69,65,67,65,66,67,65,67,67,68,66,63,59,61,62,61,63,61,62,61,62,63,61,62,63,63,64,60,61,62,61,61,62,60,56,60,60,57,59,59,57,57,56,55,0,100,Wednesday,21,50,0,EASTBOUND,0
69,68,69,67,66,64,69,67,67,67,66,69,68,71,69,68,59,64,67,70,71,67,67,64,62,64,65,64,65,65,68,60,64,64,66,64,60,60,57,54,50,54,49,43,46,50,53,48,0,100,Wednesday,21,50,0,EASTBOUND,0
68,67,66,73,68,69,73,67,66,70,70,67,67,68,69,68,70,72,72,74,72,71,71,69,67,65,66,68,67,66,70,67,70,69,66,65,66,67,66,68,68,69,72,69,66,67,71,70,0,100,Tuesday,8,25,BEFORE,EASTBOUND,0
67,67,67,73,66,65,73,70,68,68,68,67,66,70,70,70,69,69,71,75,70,70,68,66,64,62,63,65,65,65,65,65,69,68,65,64,65,67,67,67,65,64,70,65,72,66,67,66,0,100,Tuesday,8,25,0,EASTBOUND,0
61,64,66,69,68,66,71,68,68,72,71,66,70,73,73,70,66,66,70,71,69,68,67,67,68,65,65,66,65,68,64,66,66,66,67,66,65,67,68,69,67,64,71,66,70,67,71,65,0,100,Tuesday,8,25,0,EASTBOUND,0
67,68,70,70,67,65,64,66,67,68,65,63,63,64,66,66,66,64,65,66,64,66,65,66,66,67,68,68,65,67,68,68,68,68,70,67,63,67,70,67,69,69,68,67,66,63,68,70,0,100,Sunday,16,40,TO,EASTBOUND,2
66,66,66,64,63,64,63,63,65,63,64,64,62,61,65,63,60,60,61,67,62,62,62,64,64,64,63,63,65,66,62,61,66,65,66,64,62,64,65,62,64,63,66,67,65,60,66,67,0,100,Sunday,16,40,0,EASTBOUND,2
65,65,67,67,66,68,66,65,64,61,65,66,66,65,66,63,61,61,65,74,69,63,66,67,66,65,65,65,67,70,68,61,64,65,68,66,64,68,70,67,66,68,68,66,67,65,68,67,0,100,Sunday,16,40,0,EASTBOUND,2
65,68,69,67,68,64,69,71,67,69,71,68,64,60,63,65,65,66,69,68,68,71,69,65,66,62,63,64,64,65,63,65,68,68,66,67,70,71,69,66,65,67,65,64,64,65,66,68,0,100,Monday,22,50,AT,EASTBOUND,1
63,65,65,65,68,66,68,70,68,67,66,63,62,59,62,63,63,64,66,66,66,67,58,55,58,58,58,61,60,62,62,65,61,62,67,73,70,67,70,67,66,66,65,64,64,65,65,63,0,100,Monday,22,50,0,EASTBOUND,1
66,65,67,65,69,65,66,63,63,64,66,68,64,62,63,63,63,64,67,68,67,69,69,61,63,63,62,63,62,61,63,66,68,72,70,70,68,68,72,68,65,63,65,65,63,66,69,68,0,100,Monday,22,50,0,EASTBOUND,1
69,71,68,66,69,71,70,68,67,70,68,69,70,69,68,68,69,69,70,68,72,70,68,69,68,68,67,67,69,66,68,72,68,67,67,67,67,66,69,67,66,66,67,66,67,66,65,68,33,67,Tuesday,10,30,BEFORE,EASTBOUND,1
67,67,67,67,67,70,69,70,68,69,67,68,66,66,66,67,69,69,68,63,68,67,63,64,65,65,63,61,63,60,64,69,62,61,62,64,60,60,60,62,61,63,64,59,65,63,59,64,0,100,Tuesday,10,30,0,EASTBOUND,1
66,65,65,67,64,70,68,66,64,70,68,63,63,65,66,66,67,65,63,62,69,66,61,63,64,64,64,61,61,58,64,66,61,60,61,61,59,62,61,60,56,65,66,62,62,61,59,59,0,100,Tuesday,10,30,0,EASTBOUND,1
63,60,55,55,51,50,55,55,58,51,48,60,67,66,62,65,66,66,64,63,63,63,63,65,63,63,62,62,60,63,68,66,64,63,62,62,63,66,65,60,58,63,65,62,67,63,63,63,0,100,Thursday,21,25,AT,EASTBOUND,1
70,68,64,62,57,56,62,65,64,61,61,64,70,67,60,65,66,63,67,65,66,66,65,64,65,65,65,66,65,65,67,60,62,64,64,65,71,68,69,65,62,65,66,63,67,68,65,68,0,100,Thursday,21,25,0,EASTBOUND,1
69,70,66,65,64,66,68,69,66,67,65,64,70,65,64,64,64,64,64,63,69,66,66,62,57,57,62,63,57,61,61,54,57,61,63,57,62,61,62,60,59,60,62,62,63,63,55,60,0,100,Thursday,21,25,0,EASTBOUND,1
62,65,62,65,68,67,65,65,62,63,61,61,61,63,54,46,39,41,46,47,48,49,46,45,45,44,48,51,53,51,48,47,49,44,40,31,24,23,28,30,28,28,24,27,27,28,27,26,0,100,Thursday,22,15,0,EASTBOUND,1
60,69,66,66,68,68,67,68,64,63,61,53,60,54,39,36,26,39,41,43,51,53,48,49,50,52,61,64,55,54,57,57,32,17,8,5,5,4,3,4,6,8,5,5,4,5,6,6,0,100,Thursday,22,15,0,EASTBOUND,1
59,66,65,65,66,66,63,62,62,63,63,59,61,62,65,62,59,62,65,64,63,64,63,71,63,62,66,63,61,60,62,68,68,69,64,41,35,41,34,33,41,39,42,45,48,46,49,56,0,100,Thursday,22,15,0,EASTBOUND,1
68,66,65,66,64,63,64,63,61,63,65,66,65,64,65,64,62,62,63,61,63,65,61,66,64,63,63,65,66,62,59,62,62,63,62,63,65,65,64,64,64,64,61,61,66,63,58,65,33,67,Wednesday,16,5,PAST,EASTBOUND,3
72,68,67,69,67,65,64,65,66,66,67,68,66,64,66,65,63,64,66,64,67,70,64,66,66,65,66,66,67,65,62,64,62,64,65,63,63,67,68,67,65,65,63,63,71,66,62,66,0,100,Wednesday,16,5,0,EASTBOUND,3
66,64,63,65,69,68,63,65,64,62,61,64,66,63,65,66,65,63,64,67,65,67,61,64,64,64,61,61,62,61,63,65,61,61,62,61,60,63,66,64,62,61,64,63,63,65,61,65,0,100,Wednesday,16,5,0,EASTBOUND,3
62,63,61,63,65,61,66,64,63,63,65,66,62,59,62,62,63,62,63,65,65,64,64,64,64,61,61,66,63,58,65,60,52,57,62,66,64,62,65,64,61,64,67,65,65,66,66,64,33,67,Wednesday,16,5,PAST,EASTBOUND,3
64,66,64,67,70,64,66,66,65,66,66,67,65,62,64,62,64,65,63,63,67,68,67,65,65,63,63,71,66,62,66,67,62,64,64,62,63,63,65,67,67,69,71,68,66,66,65,65,0,100,Wednesday,16,5,0,EASTBOUND,3
63,64,67,65,67,61,64,64,64,61,61,62,61,63,65,61,61,62,61,60,63,66,64,62,61,64,63,63,65,61,65,67,64,65,64,65,65,64,66,66,63,69,70,68,64,63,64,64,0,100,Wednesday,16,5,0,EASTBOUND,3
66,66,64,63,64,63,63,65,63,64,64,62,61,65,63,60,60,61,67,62,62,62,64,64,64,63,63,65,66,62,61,66,65,66,64,62,64,65,62,64,63,66,67,65,60,66,67,67,33,67,Sunday,16,45,PAST,EASTBOUND,2
65,67,67,66,68,66,65,64,61,65,66,66,65,66,63,61,61,65,74,69,63,66,67,66,65,65,65,67,70,68,61,64,65,68,66,64,68,70,67,66,68,68,66,67,65,68,67,68,0,100,Sunday,16,45,0,EASTBOUND,2
67,66,67,66,65,62,63,63,59,62,62,60,60,63,62,61,58,67,72,67,64,65,64,64,66,64,63,65,69,68,64,65,67,69,66,62,64,66,66,65,66,70,65,65,64,68,66,66,0,100,Sunday,16,45,0,EASTBOUND,2
64,59,65,63,59,64,66,62,60,62,61,59,61,63,63,60,60,59,60,61,63,64,64,62,62,59,63,63,61,61,64,64,61,63,60,58,62,60,58,60,61,62,62,61,61,63,64,63,33,67,Tuesday,14,0,AT,EASTBOUND,0
66,62,62,61,59,59,67,68,64,63,62,61,62,58,62,62,60,64,62,60,60,62,63,66,61,59,59,60,64,62,64,64,62,61,61,59,61,64,63,63,61,60,59,59,61,64,67,63,0,100,Tuesday,14,0,0,EASTBOUND,0
68,58,58,59,62,58,62,64,62,61,59,60,61,58,63,63,59,62,63,64,63,62,63,62,61,59,57,65,65,62,63,64,61,60,64,63,59,61,64,62,60,59,58,59,60,62,65,61,0,100,Tuesday,14,0,0,EASTBOUND,0
64,64,65,65,66,70,71,67,67,66,69,70,64,66,68,70,73,70,73,64,69,67,67,71,72,70,71,71,69,66,65,68,71,72,66,68,70,70,71,70,67,67,69,67,70,68,64,64,33,67,Wednesday,8,0,AT,EASTBOUND,2
64,64,61,67,70,72,68,67,68,69,69,67,64,67,70,71,75,73,68,65,68,66,62,64,71,67,70,70,67,66,65,66,69,69,66,68,69,70,70,72,71,67,66,66,68,63,60,61,0,100,Wednesday,8,0,0,EASTBOUND,2
66,65,64,65,66,72,68,67,70,75,72,66,66,68,71,72,74,73,75,64,70,67,67,66,73,65,66,68,67,64,63,67,70,67,63,69,69,62,69,67,66,66,63,64,64,69,60,60,0,100,Wednesday,8,0,0,EASTBOUND,2
69,72,67,66,65,65,68,71,71,69,69,67,66,69,70,67,65,65,65,65,65,65,68,62,63,63,62,66,66,66,65,65,65,65,66,65,64,69,68,62,73,64,69,82,67,64,70,68,33,67,Saturday,1,25,AT,EASTBOUND,1
62,66,64,63,62,63,68,71,70,68,71,68,66,71,69,64,63,64,65,64,61,64,66,63,66,63,64,67,63,67,68,64,62,63,64,63,64,67,69,66,76,65,64,82,68,61,71,66,0,100,Saturday,1,25,0,EASTBOUND,1
69,68,62,61,63,65,68,72,72,67,70,67,65,64,63,63,65,67,66,64,67,67,70,70,66,62,65,67,63,69,70,70,67,64,66,67,66,69,69,68,74,68,67,78,71,63,69,68,0,100,Saturday,1,25,0,EASTBOUND,1
64,66,68,65,67,70,71,66,59,68,69,68,70,70,66,66,64,67,67,66,68,76,72,69,66,70,68,70,70,68,70,71,68,68,70,69,67,70,69,68,68,66,68,70,68,68,69,66,0,100,Tuesday,7,25,PAST,EASTBOUND,0
66,67,67,66,69,72,74,78,66,68,67,74,75,68,65,68,68,63,64,68,63,70,66,65,63,60,67,71,70,69,67,66,65,66,70,66,66,65,64,63,65,68,66,67,65,65,64,65,0,100,Tuesday,7,25,0,EASTBOUND,0
63,67,68,65,69,70,70,78,68,68,66,71,71,68,69,69,66,66,69,69,68,66,65,62,65,57,65,66,68,67,65,65,65,64,68,66,66,57,57,56,61,68,66,65,65,63,59,63,0,100,Tuesday,7,25,0,EASTBOUND,0
62,64,64,63,65,65,64,66,65,65,67,65,66,69,65,61,64,65,68,66,60,61,68,65,64,66,66,63,65,65,66,67,68,67,64,64,64,65,67,66,66,66,67,70,65,66,66,65,0,100,Monday,16,45,AT,EASTBOUND,0
60,66,66,65,64,62,61,64,64,66,64,65,64,62,61,61,64,64,68,64,61,62,60,64,62,64,65,65,65,65,65,66,67,65,62,62,62,65,68,64,61,62,64,67,64,62,62,65,0,100,Monday,16,45,0,EASTBOUND,0
62,61,62,65,62,58,60,61,61,61,59,61,60,60,60,62,63,61,64,59,57,61,65,62,60,60,60,62,62,60,58,59,64,63,59,62,63,65,66,64,62,59,60,59,62,60,62,63,0,100,Monday,16,45,0,EASTBOUND,0
69,74,72,68,65,65,69,71,68,65,69,67,66,66,64,68,71,67,64,66,69,67,68,70,64,65,70,70,66,65,66,67,66,64,67,65,62,67,64,65,66,69,66,70,69,66,65,65,33,67,Sunday,17,10,PAST,EASTBOUND,2
67,70,68,67,65,65,66,63,64,62,66,69,63,65,63,64,67,62,60,63,66,66,68,69,64,65,66,67,65,64,64,66,66,62,66,62,62,65,64,66,64,69,63,62,65,65,63,63,0,100,Sunday,17,10,0,EASTBOUND,2
64,69,68,64,59,60,63,61,61,61,62,63,58,61,64,59,66,60,62,62,63,63,65,66,61,60,63,67,62,59,59,63,64,60,64,62,61,61,58,62,63,65,60,61,65,65,63,61,0,100,Sunday,17,10,0,EASTBOUND,2
68,60,68,67,66,64,63,69,65,66,64,63,61,60,61,64,61,66,65,63,65,65,64,66,67,66,62,61,62,64,63,63,66,68,66,64,70,68,62,64,66,67,67,68,67,65,65,66,0,100,Wednesday,15,25,AT,EASTBOUND,2
67,60,67,66,64,62,61,68,66,66,64,60,59,58,60,63,58,63,63,61,64,69,70,64,64,63,63,59,60,62,61,60,60,68,70,64,69,67,60,63,65,65,63,66,67,67,67,64,0,100,Wednesday,15,25,0,EASTBOUND,2
65,60,66,68,67,66,64,65,64,64,62,60,57,57,62,63,62,67,65,64,64,65,66,65,62,65,63,61,62,62,62,61,63,68,69,67,71,68,56,62,65,65,65,67,66,67,66,62,0,100,Wednesday,15,25,0,EASTBOUND,2
59,62,69,69,69,68,65,65,66,69,64,64,69,63,62,64,62,63,62,58,58,62,62,61,63,65,67,62,64,64,62,61,60,62,65,63,62,63,64,62,60,61,63,65,65,64,66,55,0,100,Thursday,15,25,AT,EASTBOUND,0
59,62,66,64,66,65,63,65,66,67,64,62,67,65,57,58,61,64,62,60,61,60,61,62,62,63,63,62,65,64,62,58,59,61,62,59,60,62,65,62,61,64,64,63,66,64,64,59,0,100,Thursday,15,25,0,EASTBOUND,0
61,61,65,66,67,65,63,62,60,66,62,63,66,63,65,57,64,59,60,61,63,63,63,64,64,64,65,65,64,63,62,60,60,60,64,64,65,64,63,63,62,61,59,62,62,64,64,61,0,100,Thursday,15,25,0,EASTBOUND,0
58,65,62,58,61,66,62,65,69,67,63,60,62,62,61,66,67,68,67,65,65,63,64,63,64,67,65,65,64,65,63,67,67,64,65,65,65,67,65,65,64,63,63,60,63,64,67,65,0,100,Wednesday,17,35,PAST,EASTBOUND,2
58,63,61,63,59,69,61,61,66,64,62,62,62,62,64,64,66,67,64,62,64,62,63,63,69,67,67,67,65,63,64,67,67,66,66,65,65,64,62,65,64,64,64,63,66,66,66,62,0,100,Wednesday,17,35,0,EASTBOUND,2
65,64,63,62,67,69,65,64,67,64,61,62,61,62,65,66,66,66,65,64,63,63,65,65,66,64,67,70,69,67,66,66,68,67,66,67,67,63,62,64,66,65,64,69,69,67,67,65,0,100,Wednesday,17,35,0,EASTBOUND,2
71,70,69,71,71,69,69,69,69,68,63,66,70,67,69,70,64,67,69,70,71,66,71,69,67,67,67,64,63,64,64,66,68,68,70,69,66,66,68,71,69,66,70,71,66,69,68,69,33,67,Saturday,15,15,AT,EASTBOUND,1
70,71,69,70,71,68,68,71,65,66,63,66,70,68,68,69,67,67,68,72,70,68,69,69,69,69,69,64,64,64,65,70,71,71,69,66,66,67,67,65,67,69,70,72,70,68,69,68,0,100,Saturday,15,15,0,EASTBOUND,1
72,73,72,72,70,68,68,68,69,69,69,70,71,71,69,70,69,69,70,71,72,66,70,69,70,72,70,69,69,67,67,70,74,74,70,67,67,68,67,66,66,65,68,73,71,68,68,70,0,100,Saturday,15,15,0,EASTBOUND,1
72,71,71,69,68,73,61,64,67,69,71,69,69,71,73,72,71,70,70,70,68,70,71,67,66,70,70,66,64,67,70,69,68,64,72,71,73,62,65,68,69,69,71,72,69,67,67,68,67,33,Saturday,11,30,BEFORE,EASTBOUND,1
72,71,71,69,68,74,64,65,69,64,68,67,69,71,74,73,71,73,72,70,69,70,73,70,68,71,70,66,67,70,75,71,70,70,69,70,74,65,68,68,68,68,70,70,70,70,67,72,0,100,Saturday,11,30,0,EASTBOUND,1
74,72,72,69,68,74,68,69,79,71,69,69,71,73,73,71,71,72,72,73,71,68,71,68,66,69,73,73,70,68,70,72,69,70,69,70,73,67,69,68,69,69,69,69,69,71,69,69,0,100,Saturday,11,30,0,EASTBOUND,1
44,45,49,55,51,49,53,60,63,65,63,65,60,64,61,58,65,65,64,65,62,65,64,64,62,65,67,62,62,63,62,66,65,64,63,62,62,61,63,63,66,63,58,64,66,55,55,53,67,33,Monday,16,45,AT,EASTBOUND,2
48,45,50,61,59,61,60,65,64,66,63,63,62,63,65,62,64,64,63,65,63,63,67,65,66,65,66,62,63,65,65,67,65,64,64,62,61,64,65,66,63,64,57,66,66,64,64,62,0,100,Monday,16,45,0,EASTBOUND,2
59,61,59,58,62,61,66,62,62,62,61,64,61,62,62,56,58,61,62,64,62,58,63,62,63,66,66,61,70,66,66,67,65,63,62,56,54,63,64,60,60,64,56,62,59,63,66,67,0,100,Monday,16,45,0,EASTBOUND,2
47,44,46,47,46,47,48,47,47,44,41,50,51,50,50,50,48,48,48,55,55,52,51,51,45,45,47,46,45,43,42,41,42,42,55,53,55,53,51,50,51,50,51,50,50,54,54,51,33,67,Wednesday,11,15,AT,EASTBOUND,2
19,20,21,19,19,19,18,17,16,19,17,19,14,12,15,16,17,15,10,9,12,12,13,14,18,18,17,17,20,23,24,28,38,54,57,58,54,47,53,56,52,49,54,53,53,60,60,56,0,100,Wednesday,11,15,0,EASTBOUND,2
