,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,percentage_closed_lane,percentage_opened_lane,dow,hour,mins,position,direction,duration_level
1871,62,64,64,62,62,65,62,65,61,65,66,61,59,64,63,64,61,61,61,60,63,62,61,62,61,59,61,60,63,60,61,64,62,61,64,59,59,61,66,63,62,60,59,59,61,64,61,59,0,100,Monday,15,25,0,EASTBOUND,2
1872,61,64,65,64,68,67,66,65,64,63,63,64,66,69,67,71,64,63,69,67,66,64,65,67,67,66,66,64,64,67,67,64,38,66,70,66,67,66,66,66,68,71,71,71,73,73,68,69,0,100,Friday,19,50,PAST,EASTBOUND,0
1873,60,60,60,59,59,60,60,61,61,58,56,59,58,59,63,64,60,59,59,60,58,60,58,14,61,66,61,61,60,61,58,57,58,62,59,60,58,58,59,61,59,61,64,67,55,55,61,63,33,67,Friday,23,50,0,WESTBOUND,0
1874,62,63,60,65,66,67,62,65,61,61,63,66,63,62,63,64,63,60,61,63,60,65,65,67,64,75,63,67,62,64,68,63,62,64,62,60,64,58,66,65,62,63,64,78,64,63,64,63,0,100,Friday,23,50,0,WESTBOUND,0
1875,64,63,62,68,66,65,65,69,67,67,66,67,65,64,66,64,64,63,64,66,69,65,68,69,67,68,65,67,65,64,67,66,67,65,67,64,66,67,67,65,63,64,64,64,64,63,66,65,0,100,Friday,23,50,0,WESTBOUND,0
1876,69,69,68,68,68,65,68,69,67,67,66,66,68,69,68,67,65,68,68,70,68,68,68,67,66,68,65,66,68,69,69,66,68,68,67,66,66,67,68,68,68,65,69,69,70,66,68,74,0,100,Friday,19,50,0,EASTBOUND,0
1877,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,65,66,66,66,66,66,66,66,67,68,67,68,67,72,74,0,100,Friday,19,50,0,EASTBOUND,0
1878,61,61,59,56,58,56,58,60,79,62,63,67,63,64,65,64,65,64,69,66,68,70,71,77,73,64,67,77,68,66,67,67,63,65,68,66,63,69,70,70,69,71,72,72,73,68,71,69,0,100,Tuesday,6,0,BEFORE,EASTBOUND,1
1879,59,61,59,57,55,56,58,59,62,67,67,69,68,64,63,61,65,66,64,63,64,66,67,69,68,63,64,68,63,65,67,69,69,64,66,66,61,65,71,67,69,72,70,69,72,68,69,71,0,100,Tuesday,6,0,0,EASTBOUND,1
1881,65,61,63,67,68,66,67,64,66,68,69,68,70,69,68,69,70,69,69,69,70,72,73,74,74,72,72,73,73,70,69,69,70,71,70,69,70,70,70,67,65,65,65,61,53,49,44,42,0,100,Tuesday,7,0,0,SOUTHBOUND,1
1882,68,62,68,70,72,71,70,69,71,72,70,71,72,74,73,71,72,72,69,71,71,72,74,76,74,72,74,76,73,71,72,72,72,73,73,72,74,72,71,70,69,69,67,64,62,36,43,45,0,100,Tuesday,7,0,0,SOUTHBOUND,1
1883,62,66,66,66,66,67,70,68,69,72,69,70,76,73,68,68,69,68,71,68,68,71,72,68,74,72,71,73,71,70,70,71,71,71,69,70,72,72,71,70,69,69,69,68,67,65,68,68,33,67,Tuesday,7,5,PAST,SOUTHBOUND,1
1884,60,64,64,71,64,64,64,62,65,61,63,64,65,64,69,63,64,64,64,64,68,70,63,64,64,65,64,66,57,64,64,66,62,64,64,66,63,61,66,67,62,59,64,64,64,62,64,58,0,100,Friday,1,30,0,EASTBOUND,2
1885,68,63,63,62,63,66,68,65,67,67,63,64,65,64,68,70,66,64,64,66,69,64,63,64,69,68,65,66,71,64,68,66,67,65,68,66,72,66,71,70,69,69,69,64,66,65,64,66,0,100,Friday,19,50,0,EASTBOUND,0
1886,68,67,69,71,70,68,69,69,66,69,70,68,68,68,68,70,70,68,66,68,68,68,68,68,68,69,68,71,71,68,68,70,68,68,68,66,68,67,69,67,69,66,69,68,66,66,68,72,0,100,Friday,7,10,0,EASTBOUND,0
1887,66,64,66,66,70,68,65,65,66,67,66,66,67,66,66,70,68,67,66,66,68,66,66,66,69,65,66,66,67,66,66,70,70,68,68,69,69,66,66,66,66,67,66,68,68,67,64,69,0,100,Friday,19,50,0,EASTBOUND,0
1888,60,61,60,62,63,64,62,61,60,58,66,65,62,62,63,64,63,59,59,47,44,52,56,58,61,60,61,66,60,63,63,57,58,64,62,61,58,58,57,61,59,54,64,67,62,63,58,63,33,67,Friday,23,50,AT,WESTBOUND,0
1889,62,64,62,65,65,64,62,62,63,63,63,66,62,62,63,63,63,60,67,63,66,65,65,58,64,66,63,65,64,62,67,64,67,65,62,61,58,61,66,65,62,63,68,74,69,67,64,64,0,100,Friday,23,50,0,WESTBOUND,0
1890,61,61,21,15,60,55,60,60,62,65,59,66,64,64,65,64,65,68,70,69,67,65,72,69,70,70,72,72,70,67,69,70,74,71,70,67,67,68,66,66,67,61,71,69,69,68,64,67,0,100,Monday,12,45,0,EASTBOUND,2
1891,60,61,61,67,62,61,61,61,62,62,63,61,62,64,65,64,63,66,69,67,68,70,71,64,66,65,64,67,63,64,66,66,65,63,64,67,66,66,66,67,66,65,65,66,67,66,64,67,0,100,Monday,15,15,0,EASTBOUND,2
1892,59,61,65,62,66,61,62,65,62,63,63,59,62,64,63,63,62,62,63,66,67,66,63,64,67,66,66,63,62,63,63,64,63,63,64,62,61,61,63,73,69,67,64,64,66,64,66,67,0,100,Monday,15,50,0,EASTBOUND,2
1893,66,63,67,66,66,65,65,69,66,67,65,63,65,64,66,66,66,66,67,67,64,67,63,64,66,67,69,66,66,67,68,67,67,65,70,69,69,73,69,73,78,72,69,64,62,63,65,66,0,100,Monday,15,15,TO,EASTBOUND,2
1894,71,69,69,72,74,66,69,72,72,72,71,71,71,71,73,64,65,68,71,71,71,73,72,71,71,72,72,73,71,74,74,72,71,73,71,71,73,72,71,71,71,70,72,74,72,74,73,71,0,100,Monday,15,35,0,NORTHBOUND,2
1895,65,66,67,65,64,61,66,68,66,65,67,68,67,68,66,66,65,67,67,67,69,68,68,69,69,67,69,71,72,68,70,67,66,67,67,68,69,67,66,68,68,68,68,71,63,68,68,67,0,100,Monday,7,35,0,NORTHBOUND,2
1896,60,61,60,59,59,59,60,59,61,59,59,59,58,62,60,62,63,59,66,62,68,61,61,64,59,64,67,64,62,60,64,59,62,57,63,64,63,61,66,67,67,59,64,59,59,59,62,63,0,100,Friday,1,30,0,EASTBOUND,2
1897,63,61,63,61,60,67,62,61,61,61,59,59,57,64,65,66,64,64,66,65,66,61,63,66,67,71,62,64,62,68,63,64,62,63,66,49,46,43,66,73,67,72,69,60,59,59,62,67,0,100,Friday,1,30,0,EASTBOUND,2
1898,67,63,63,67,63,65,65,72,67,67,70,59,66,64,65,66,64,63,66,64,64,61,68,66,69,65,62,64,66,68,68,65,63,64,68,68,63,61,67,73,69,72,69,64,62,63,65,66,0,100,Friday,1,30,0,EASTBOUND,2
1899,67,67,65,64,64,66,65,72,66,67,70,71,67,68,68,70,71,68,66,68,67,64,68,70,72,65,65,65,67,71,66,67,70,68,70,70,67,66,64,66,69,69,68,71,72,75,66,66,20,80,Friday,7,10,PAST,NORTHBOUND,2
1900,66,69,67,64,68,66,64,66,65,65,67,63,65,67,68,67,66,65,65,68,68,64,66,68,68,66,66,65,72,71,68,70,66,65,70,71,68,67,66,67,71,70,68,71,68,73,68,69,0,100,Friday,7,10,0,NORTHBOUND,2
1901,65,64,64,66,70,67,64,65,65,60,66,64,67,65,69,70,68,67,66,68,68,66,68,68,67,64,71,70,74,62,67,70,68,66,67,69,69,68,68,66,68,71,69,68,66,68,68,76,0,100,Friday,7,10,0,NORTHBOUND,2
1902,62,69,69,66,69,68,69,65,68,62,63,63,65,67,68,70,64,64,68,69,68,68,73,71,68,72,69,73,69,69,69,70,70,71,68,70,69,68,66,67,68,71,65,69,70,69,68,70,0,100,Thursday,15,10,0,SOUTHBOUND,2
1903,60,62,65,68,68,67,69,65,67,65,64,61,65,64,61,63,62,62,65,67,62,65,63,64,69,69,74,65,65,64,68,68,67,65,70,68,63,66,66,67,68,62,63,65,64,62,55,54,33,67,Thursday,2,10,PAST,NORTHBOUND,2
1904,60,62,62,62,59,59,62,65,64,65,62,61,63,63,62,64,66,61,64,67,69,62,63,62,61,65,65,65,65,61,62,58,67,60,64,63,63,66,63,62,62,60,62,62,63,62,59,61,0,100,Thursday,15,25,0,EASTBOUND,2
1905,60,62,61,63,64,65,69,65,67,65,63,60,65,65,64,63,66,61,64,65,69,70,63,62,69,74,70,65,65,64,68,68,60,60,64,59,58,64,63,64,67,66,56,62,64,62,59,59,0,100,Thursday,15,25,0,EASTBOUND,2
1906,61,61,65,66,65,66,69,65,67,66,63,63,65,65,64,63,62,62,65,65,67,63,63,64,69,69,71,65,65,64,68,68,67,68,64,64,63,66,63,61,68,67,66,66,65,62,59,61,67,33,Saturday,6,40,PAST,EASTBOUND,2
1907,64,63,63,67,63,65,63,64,67,63,62,60,59,65,64,63,62,61,64,64,67,68,65,70,69,65,65,66,65,64,62,61,60,68,64,63,67,66,63,64,68,66,63,66,65,65,63,61,67,33,Monday,15,35,PAST,EASTBOUND,2
1908,66,67,68,64,64,66,66,66,64,66,63,63,66,67,68,70,64,64,68,68,68,64,68,69,68,68,71,65,66,71,68,70,66,65,70,71,72,62,63,70,70,70,69,71,68,73,68,69,33,67,Friday,7,10,PAST,WESTBOUND,2
1909,66,62,71,68,70,71,69,65,65,60,66,65,65,69,68,69,72,69,68,69,68,66,73,72,71,72,71,68,74,71,72,72,73,71,70,71,69,72,68,70,75,70,69,69,70,71,72,70,0,100,Friday,7,10,0,WESTBOUND,2
1910,66,69,71,69,65,67,66,65,69,69,70,65,65,69,68,69,68,69,66,71,68,66,68,68,68,69,71,70,72,70,72,70,72,71,69,71,70,72,69,70,70,70,69,69,70,72,72,74,0,100,Friday,12,15,0,WESTBOUND,2
1911,73,71,72,71,72,73,71,72,71,75,70,68,72,72,73,71,71,74,74,71,71,70,72,74,71,69,73,73,73,72,73,73,72,69,70,72,72,74,72,73,72,71,71,71,71,72,72,74,0,100,Friday,12,15,0,NORTHBOUND,2
1912,69,71,69,71,74,71,71,72,73,72,71,69,74,71,72,71,71,72,71,70,69,73,72,73,70,69,73,73,72,73,72,72,72,69,71,73,72,71,72,72,71,70,71,73,72,73,72,74,0,100,Friday,12,15,0,NORTHBOUND,2
1913,73,73,72,71,72,71,71,71,71,72,71,71,71,71,70,71,72,69,72,71,70,70,68,70,71,70,68,70,69,73,72,69,71,70,69,67,69,66,67,68,68,69,71,68,67,67,66,66,0,100,Friday,12,15,0,NORTHBOUND,2
1914,60,61,64,59,59,60,52,61,61,56,59,59,56,59,61,64,58,59,59,61,61,57,63,59,59,59,57,60,60,59,58,59,59,60,59,59,59,59,59,59,59,59,59,59,59,59,59,59,0,100,Friday,12,45,0,EASTBOUND,2
1915,63,64,65,65,59,59,62,65,61,61,60,62,63,63,65,65,63,64,68,62,64,66,64,66,66,64,63,67,59,62,61,63,62,64,70,71,63,61,66,67,65,63,62,61,62,61,62,63,33,67,Friday,1,30,BEFORE,EASTBOUND,1
1916,68,63,64,68,66,67,65,65,67,68,65,66,63,66,66,66,66,63,60,66,69,62,65,66,65,65,63,66,66,64,68,67,67,63,64,67,63,67,66,66,69,69,65,65,62,64,64,62,0,100,Friday,1,30,0,EASTBOUND,1
1917,67,67,65,68,70,68,68,69,66,67,67,68,65,66,66,66,66,63,66,64,67,64,66,66,68,65,65,66,66,67,66,66,70,64,68,69,69,66,64,66,69,69,68,68,69,75,63,69,0,100,Friday,7,10,0,EASTBOUND,1
1918,66,66,66,64,68,66,65,66,65,65,67,64,65,67,66,66,66,65,65,68,65,64,66,68,68,66,66,65,66,66,66,66,66,65,70,67,67,67,66,66,71,70,71,71,68,69,68,67,0,100,Friday,7,10,0,SOUTHBOUND,1
1919,65,64,64,66,70,67,67,65,65,62,67,65,67,65,65,69,64,65,66,68,68,66,68,68,67,64,66,67,66,62,67,70,66,65,67,69,69,68,67,66,68,65,69,68,68,73,68,76,0,100,Friday,7,10,0,SOUTHBOUND,1
1920,61,108,69,71,65,64,69,64,67,64,63,69,69,69,69,70,70,69,69,68,68,68,71,72,71,67,68,66,72,71,70,69,70,68,70,70,67,66,65,66,69,68,69,71,69,71,71,67,25,75,Sunday,8,10,PAST,NORTHBOUND,2
1921,67,66,68,68,68,66,73,69,65,65,67,66,65,66,66,66,64,63,70,71,69,68,68,68,69,65,66,65,66,68,68,69,68,68,68,67,67,66,67,63,65,65,66,66,65,68,64,65,0,100,Sunday,8,35,0,NORTHBOUND,2
1922,67,66,68,66,65,65,66,67,67,67,65,66,64,66,66,66,64,63,71,66,65,66,65,64,66,65,65,66,66,68,66,66,66,65,68,66,66,66,66,67,65,65,66,66,72,65,67,67,0,100,Sunday,17,10,0,NORTHBOUND,2
1923,67,67,68,70,71,66,69,69,72,70,67,69,73,69,68,69,69,68,71,71,68,68,68,69,69,69,73,71,71,71,71,68,70,71,68,70,67,67,68,69,69,69,69,71,71,71,70,74,0,100,Sunday,17,10,0,NORTHBOUND,2
1924,67,68,68,69,72,66,66,67,67,67,66,65,68,70,70,70,64,65,65,68,68,64,67,68,68,69,68,67,68,69,68,68,66,65,68,70,67,66,68,70,66,71,69,71,73,71,68,66,0,100,Sunday,15,15,0,NORTHBOUND,2
1925,66,64,64,66,67,67,66,65,65,65,66,65,65,67,70,66,66,65,67,68,68,66,68,68,67,66,71,67,66,67,68,68,66,66,68,69,64,66,66,66,66,67,68,68,68,68,68,76,0,100,Sunday,15,50,0,NORTHBOUND,2
1926,68,67,68,68,68,66,66,66,67,68,70,68,66,67,68,70,64,66,68,69,68,70,70,69,68,65,67,68,68,68,68,69,68,68,68,68,68,70,68,69,68,68,69,66,68,70,68,67,0,100,Friday,19,50,0,EASTBOUND,0
1927,66,66,66,66,66,66,66,66,67,66,67,66,66,66,66,66,66,66,66,66,65,66,66,66,66,66,66,66,66,66,66,66,66,66,65,66,66,66,66,66,66,67,68,67,68,67,72,74,0,100,Friday,19,50,0,EASTBOUND,0
1928,62,60,57,62,61,60,62,61,60,58,63,65,67,61,63,64,63,59,59,60,63,60,61,58,61,66,61,65,64,61,63,57,58,64,55,59,58,58,61,61,59,61,64,67,64,63,58,63,33,67,Friday,23,50,AT,WESTBOUND,0
1929,62,63,62,65,65,64,63,62,63,62,63,66,63,62,63,64,68,60,61,63,66,65,65,61,64,66,63,65,64,62,67,62,67,61,62,59,58,61,66,65,62,63,68,74,69,67,64,64,0,100,Friday,23,50,0,WESTBOUND,0
1930,69,64,65,67,66,66,64,63,64,64,65,67,65,63,65,64,63,63,64,66,69,69,68,75,67,68,66,67,68,62,69,63,67,65,65,64,66,67,67,65,63,63,69,71,64,71,68,64,0,100,Friday,23,50,0,WESTBOUND,0
1931,67,72,68,68,65,65,73,70,67,67,66,65,65,65,65,64,63,63,68,70,68,65,67,75,75,75,75,67,66,69,71,69,70,70,66,65,70,71,68,69,67,68,71,71,69,70,69,68,17,83,Monday,6,55,PAST,NORTHBOUND,0
1932,66,64,64,64,64,61,63,66,65,66,66,67,66,62,65,63,64,75,73,64,64,63,63,64,67,65,65,65,65,64,64,62,64,65,64,62,64,64,63,66,62,66,64,63,66,66,64,65,0,100,Monday,16,45,0,EASTBOUND,2
1933,61,61,59,59,62,58,60,61,61,61,59,63,62,62,63,63,63,64,64,65,64,63,63,64,66,63,65,65,65,63,63,64,63,64,68,62,63,61,63,60,60,60,57,67,60,63,64,63,0,100,Monday,16,45,0,EASTBOUND,2
1934,69,67,69,64,64,64,65,65,67,67,70,66,67,68,66,64,66,63,67,66,66,66,67,64,65,65,66,66,65,64,64,64,63,64,64,65,65,64,64,65,64,65,66,68,69,65,64,65,0,100,Monday,15,25,0,EASTBOUND,2
1935,67,64,65,64,64,62,63,62,65,66,64,64,65,64,64,64,64,64,63,64,62,65,63,64,64,64,63,65,65,64,62,66,66,64,64,59,58,64,63,63,61,63,71,62,64,64,64,64,0,100,Monday,15,25,0,EASTBOUND,2
1936,68,68,70,69,68,66,68,68,68,68,68,69,69,71,68,70,71,68,68,75,67,70,68,70,68,70,72,70,70,68,68,66,70,68,69,73,70,71,64,65,70,69,66,70,69,70,70,70,60,40,Thursday,16,10,PAST,SOUTHBOUND,2
1937,69,66,67,68,71,71,69,68,68,72,69,67,70,69,67,69,69,70,70,70,70,68,66,64,64,68,70,70,70,70,69,71,71,69,66,66,70,68,69,73,71,68,66,72,70,68,70,70,0,100,Thursday,16,10,0,SOUTHBOUND,2
1938,60,58,69,71,72,62,69,65,64,66,68,68,64,68,69,69,68,66,69,67,68,68,72,74,70,72,70,70,66,68,69,71,66,69,71,68,63,62,69,76,69,68,72,72,73,73,72,70,0,100,Friday,1,30,0,EASTBOUND,2
1939,60,61,60,60,59,61,60,60,61,65,62,59,60,62,65,62,64,64,65,59,68,70,65,61,61,64,61,64,61,63,64,58,58,63,63,69,63,66,66,60,59,61,64,61,57,60,60,63,33,67,Friday,19,50,PAST,EASTBOUND,1
1940,62,60,13,58,59,56,52,61,61,58,63,65,60,62,63,62,63,59,59,59,57,58,58,14,61,66,60,60,62,62,63,57,57,64,64,62,58,58,58,61,59,59,56,60,56,58,60,63,0,100,Friday,23,50,0,EASTBOUND,0
1941,62,63,62,61,63,65,62,64,61,58,63,65,62,62,63,64,63,64,66,63,64,65,67,76,73,68,66,67,64,64,63,62,66,64,64,67,66,61,66,65,62,61,64,64,64,65,66,67,0,100,Friday,23,50,0,EASTBOUND,0
1942,69,69,73,68,68,66,68,69,67,67,68,69,69,66,68,64,63,68,68,70,68,68,67,76,76,76,74,73,73,75,71,68,67,70,67,69,70,70,71,70,70,70,71,72,70,72,71,74,0,100,Friday,23,50,0,WESTBOUND,0
1943,72,72,71,68,66,67,65,69,68,66,68,68,69,68,67,64,66,68,71,71,68,68,72,72,73,71,71,70,73,72,71,70,67,69,70,71,70,71,68,69,70,71,71,69,70,70,69,71,0,100,Friday,12,15,0,NORTHBOUND,0
1944,64,69,69,71,72,68,71,68,68,66,68,68,69,70,70,71,69,66,68,68,68,68,66,68,68,68,68,68,65,64,64,69,68,68,70,66,65,64,64,67,61,66,66,68,69,70,67,66,0,100,Thursday,16,10,0,SOUTHBOUND,1
1945,68,67,66,67,68,67,66,67,66,69,68,68,69,67,71,71,68,68,68,69,69,67,66,68,68,68,71,70,68,67,68,68,70,69,68,67,67,67,67,66,65,68,69,66,67,66,68,69,0,100,Thursday,16,10,0,SOUTHBOUND,1
1946,68,67,68,69,68,67,66,69,71,71,69,68,66,67,68,70,69,66,67,69,68,66,69,66,68,66,66,66,67,71,68,64,70,67,67,70,67,60,64,63,61,63,65,66,68,70,69,67,0,100,Thursday,16,20,0,SOUTHBOUND,1
1947,68,66,66,67,68,68,66,66,67,69,68,68,64,66,67,66,64,63,66,68,68,67,68,65,67,65,64,65,66,67,66,64,70,70,67,68,67,68,66,66,60,65,68,68,68,70,69,67,0,100,Thursday,16,20,0,SOUTHBOUND,1
1948,56,58,63,61,59,61,66,67,66,65,64,62,58,60,60,65,63,64,66,65,65,66,66,62,66,62,62,66,65,64,60,62,60,63,60,63,65,67,67,63,62,64,66,66,67,67,60,54,0,100,Thursday,16,20,0,SOUTHBOUND,1
1949,64,60,55,55,51,50,55,55,58,51,48,59,67,66,62,65,66,66,64,63,63,63,63,65,63,63,62,62,60,63,68,66,64,63,62,62,63,66,65,60,58,63,65,62,67,63,63,63,0,100,Thursday,21,25,AT,EASTBOUND,1
1950,56,65,64,64,64,64,68,65,65,74,67,62,68,66,67,67,66,66,66,64,65,64,66,64,68,65,68,65,66,64,66,66,65,65,64,66,65,64,64,67,66,66,66,68,69,70,67,65,0,100,Friday,16,45,0,WESTBOUND,2
1951,65,64,64,66,64,66,64,66,65,65,66,63,65,65,66,66,66,66,65,63,65,66,66,68,67,66,68,65,66,64,66,65,66,65,75,62,63,63,66,60,60,65,65,68,68,70,66,64,0,100,Friday,16,10,0,WESTBOUND,2
1952,65,64,62,66,70,67,64,65,66,67,65,64,65,65,66,64,66,63,64,67,69,67,66,64,67,65,66,67,65,64,64,63,63,65,66,65,64,69,67,65,64,65,64,66,64,65,66,67,0,100,Friday,19,50,0,EASTBOUND,0
1953,62,63,64,63,63,62,62,65,68,61,63,65,62,62,63,63,64,61,64,63,64,63,65,64,64,66,66,65,65,64,66,63,67,65,64,62,64,66,66,65,66,68,64,68,64,64,58,58,0,100,Friday,19,50,0,EASTBOUND,0
1954,40,63,62,65,63,66,62,64,68,67,63,66,63,62,63,64,64,60,64,66,69,68,65,61,64,66,61,61,63,64,62,63,67,61,64,59,58,63,51,73,62,63,71,72,72,71,72,70,0,100,Friday,23,50,0,WESTBOUND,0
1955,72,64,65,65,66,66,65,63,64,64,66,65,65,63,65,64,66,65,64,68,69,65,68,70,75,68,66,67,65,68,71,68,68,68,67,65,66,67,67,71,68,63,69,71,64,71,70,72,0,100,Friday,23,50,0,WESTBOUND,0
1956,65,71,68,64,64,64,64,64,64,66,64,67,64,64,64,64,64,64,69,68,69,70,71,70,68,68,64,66,70,69,68,69,68,64,70,71,73,69,70,67,74,70,71,71,69,69,69,70,0,100,Monday,6,55,0,EASTBOUND,1
1957,68,70,68,70,64,64,65,63,65,65,66,65,67,65,63,64,65,68,71,68,68,65,68,70,68,68,71,70,74,69,67,69,68,69,69,70,69,70,69,67,70,70,69,69,69,68,69,73,0,100,Monday,6,55,0,EASTBOUND,1
1958,72,70,69,68,69,68,70,68,69,67,68,73,70,68,70,71,70,72,72,69,70,68,68,72,72,69,70,73,71,69,70,71,72,69,71,72,69,69,69,67,71,68,66,70,71,71,69,69,0,100,Monday,6,35,0,EASTBOUND,1
1959,72,70,68,67,68,69,69,69,67,76,68,68,70,67,69,69,68,72,69,69,68,69,69,71,70,67,69,69,68,67,70,70,70,69,69,71,71,68,72,68,72,69,70,69,69,69,69,70,0,100,Monday,9,15,0,EASTBOUND,1
1960,74,72,71,70,72,74,68,70,70,66,68,67,66,67,69,71,71,68,68,71,70,71,73,73,71,72,71,69,65,66,67,70,69,71,69,70,67,67,67,68,70,69,67,68,67,68,68,66,0,100,Monday,9,15,0,EASTBOUND,1
1961,74,76,71,71,72,75,74,71,71,72,70,70,70,69,71,74,74,72,72,73,73,72,74,75,74,70,71,69,69,71,72,69,71,70,69,72,74,69,68,68,66,69,72,68,68,67,69,68,0,100,Monday,9,15,0,SOUTHBOUND,1
1962,66,64,64,64,64,64,63,64,65,64,64,67,65,64,65,64,65,59,60,67,69,65,67,64,64,64,64,67,64,64,66,64,63,64,64,64,60,60,63,64,66,67,62,64,62,65,64,64,0,100,Thursday,12,55,0,EASTBOUND,2
1963,68,67,69,71,66,66,70,69,68,69,68,68,69,69,68,70,71,69,69,67,68,70,70,70,69,70,68,67,68,67,68,70,67,67,68,70,69,69,71,71,69,68,68,70,68,70,64,64,40,60,Thursday,15,35,BEFORE,SOUTHBOUND,2
1964,68,68,69,68,68,64,67,68,65,68,68,67,71,68,69,65,64,67,70,68,68,70,71,69,68,69,68,66,70,68,68,71,69,67,68,66,69,69,65,71,69,68,68,70,66,66,64,63,0,100,Thursday,15,35,0,SOUTHBOUND,2
1965,61,68,65,64,67,67,68,68,68,69,68,66,65,68,67,66,64,69,69,66,67,68,65,61,64,64,58,56,57,59,66,67,67,65,64,66,68,66,65,61,62,60,55,53,59,59,59,58,0,100,Thursday,15,35,0,SOUTHBOUND,2
1966,70,69,69,70,70,70,69,70,69,70,68,69,69,66,67,69,69,70,70,70,69,68,66,65,65,67,68,70,72,71,70,70,69,69,71,66,68,67,71,70,70,68,66,70,70,70,70,69,60,40,Thursday,16,10,PAST,SOUTHBOUND,2
1967,69,66,67,68,71,71,68,68,68,72,69,69,70,69,67,69,69,70,70,70,70,68,66,65,64,68,70,70,70,70,70,71,71,69,66,66,70,68,69,73,71,68,66,72,70,68,70,70,0,100,Thursday,16,10,0,SOUTHBOUND,2
1968,66,67,65,64,64,64,64,66,65,68,67,66,66,67,68,71,64,67,68,68,68,68,67,68,66,66,67,66,66,72,67,66,68,66,69,68,67,68,68,67,65,63,69,71,68,66,68,69,33,67,Friday,19,50,PAST,WESTBOUND,1
1969,62,64,64,66,66,66,66,69,65,66,66,66,62,66,63,64,66,63,66,66,66,65,68,66,67,66,63,65,66,64,67,66,66,66,64,66,66,66,66,67,66,68,68,67,68,67,72,67,0,100,Friday,19,50,0,EASTBOUND,0
1970,62,63,62,62,63,62,62,61,60,37,63,65,62,61,63,64,63,59,61,60,66,60,61,61,61,59,61,65,60,61,63,57,58,61,62,60,58,63,61,61,59,61,64,66,64,63,64,63,33,67,Friday,23,50,AT,WESTBOUND,0
1971,62,63,62,65,65,64,63,62,63,62,63,66,65,62,63,63,68,60,61,63,66,65,65,65,64,66,63,65,64,62,67,62,67,61,62,59,58,63,67,65,62,63,68,74,69,67,64,64,0,100,Friday,23,50,0,WESTBOUND,0
1972,67,64,65,67,65,65,64,63,64,64,65,67,65,63,65,64,66,63,64,66,69,69,68,67,67,68,66,67,66,64,67,63,67,61,65,64,66,67,67,65,63,63,69,74,64,71,71,64,0,100,Friday,23,50,0,WESTBOUND,0
1973,67,69,70,68,65,65,73,69,67,67,66,65,65,65,65,64,63,63,68,70,68,65,67,75,75,76,75,67,66,69,71,69,70,69,65,69,70,71,70,69,70,70,71,71,69,70,69,70,17,83,Monday,6,55,PAST,NORTHBOUND,0
1974,66,66,66,66,65,65,66,65,67,62,67,66,65,66,65,64,62,63,68,69,66,65,67,66,65,65,65,66,66,64,66,64,66,68,69,66,66,66,64,66,68,64,69,70,69,70,71,67,0,100,Friday,2,10,0,EASTBOUND,2
1975,67,66,68,68,68,67,66,66,67,65,67,66,66,66,66,67,66,63,65,68,65,64,67,68,69,65,68,65,66,67,66,66,70,70,67,68,67,68,64,67,66,70,69,68,69,70,72,66,0,100,Friday,16,40,0,SOUTHBOUND,2
1976,67,66,66,70,70,67,66,66,67,69,70,65,65,66,66,66,66,65,65,68,66,67,66,66,67,65,66,67,66,67,66,64,66,67,69,69,67,66,68,68,68,67,66,68,67,67,67,67,0,100,Friday,16,40,0,SOUTHBOUND,2
1977,65,64,69,66,65,65,67,66,64,62,66,65,73,70,68,69,71,65,72,70,70,70,68,68,67,67,68,66,65,68,68,65,68,71,67,67,64,66,68,68,68,67,68,68,66,67,66,66,0,100,Friday,19,50,0,EASTBOUND,0
1978,62,60,60,62,63,60,62,61,60,58,63,65,62,61,63,64,63,59,61,60,58,60,61,57,61,66,61,65,60,61,63,57,58,64,62,60,58,58,61,61,59,61,64,67,64,63,58,63,33,67,Friday,23,50,AT,WESTBOUND,0
1979,62,63,62,65,65,64,63,62,63,62,63,66,63,62,63,64,68,60,61,63,66,65,65,65,64,66,63,65,64,62,67,62,67,61,62,59,58,63,66,65,62,63,68,74,69,67,64,64,0,100,Friday,23,50,0,WESTBOUND,0
1980,60,61,60,59,59,59,59,59,61,58,59,59,58,59,81,59,63,59,66,62,68,65,58,59,59,59,59,67,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,0,100,Thursday,14,55,0,EASTBOUND,2
1981,63,64,61,73,76,59,63,63,61,61,60,62,63,63,65,65,63,63,68,62,68,66,64,63,66,64,63,67,62,62,59,63,62,64,63,71,63,61,66,67,65,63,62,61,63,61,62,63,0,100,Thursday,14,55,0,EASTBOUND,2
1982,64,63,62,67,66,67,65,65,67,68,65,59,58,63,62,66,66,60,61,61,63,62,65,62,65,62,63,66,66,65,68,64,67,63,64,66,63,66,66,66,69,68,66,65,64,64,64,62,25,75,Thursday,15,10,BEFORE,SOUTHBOUND,2
